Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant Price,Variant Inventory Qty,Status,Google Shopping / Google Product Category,Google Shopping / Condition,Image Src,Image Alt Text
"sovra-asset-asset-1776041301141","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041301141]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041301141</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041301141]"
"sovra-asset-asset-1776041304146","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041304146]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041304146</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041304146]"
"sovra-asset-asset-1776041307134","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041307134]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041307134</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041307134]"
"sovra-asset-asset-1776041310141","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041310141]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041310141</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041310141]"
"sovra-asset-asset-1776041313145","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041313145]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041313145</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041313145]"
"sovra-asset-asset-1776041316143","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041316143]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041316143</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041316143]"
"sovra-asset-asset-1776041319143","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041319143]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041319143</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041319143]"
"sovra-asset-asset-1776041322137","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041322137]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041322137</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041322137]"
"sovra-asset-asset-1776041325158","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041325158]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041325158</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041325158]"
"sovra-asset-asset-1776041328160","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041328160]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041328160</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041328160]"
"sovra-asset-asset-1776041331162","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041331162]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041331162</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041331162]"
"sovra-asset-asset-1776041334133","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041334133]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041334133</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041334133]"
"sovra-asset-asset-1776041337157","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041337157]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041337157</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041337157]"
"sovra-asset-asset-1776041340140","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041340140]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041340140</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041340140]"
"sovra-asset-asset-1776041343165","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041343165]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041343165</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041343165]"
"sovra-asset-asset-1776041346170","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041346170]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041346170</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041346170]"
"sovra-asset-asset-1776041349155","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041349155]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041349155</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041349155]"
"sovra-asset-asset-1776041352172","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041352172]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041352172</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041352172]"
"sovra-asset-asset-1776041355166","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041355166]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041355166</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041355166]"
"sovra-asset-asset-1776041358167","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041358167]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041358167</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041358167]"
"sovra-asset-asset-1776041361178","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041361178]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041361178</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041361178]"
"sovra-asset-asset-1776041364172","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041364172]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041364172</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041364172]"
"sovra-asset-asset-1776041367172","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041367172]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041367172</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041367172]"
"sovra-asset-asset-1776041370181","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041370181]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041370181</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041370181]"
"sovra-asset-asset-1776041373169","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041373169]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041373169</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041373169]"
